URL,Date of Notice,Event Number,Rapid Response Specialist,Reason Stated for Filing,Company,County,WDB Name,Region,Contact,Phone,Business Type,Number Affected,Total Employees,Layoff Date,Closing Date,Reason for Dislocation,FEIN NUM,Union,Classification
https://labor.ny.gov/app/warn/details.asp?id=8202,4/17/2020,2019-1452,Stuart Goldberg,Temporary Plant Closing,"      Macdougal Restaurant dba Off The Wagon 109 Macdougal Street New York,NY 10012",New York,NEW YORK CITY,New York City," Jennifer Kay,Human Resources",(212) 737-9391 Ext: 6,Restaurant,25.0,25,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=8203,4/17/2020,2019-1451,Stuart Goldberg,Temporary Plant Closing,"      149 Second Ave. Rest.,Inc. dba The 13th Step 149 2nd Avenue New York,NY 10003",New York,NEW YORK CITY,New York City," Jennifer Kay,Human Resources",(212) 737-9391 Ext: 6,Restaurant,33.0,33,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=8204,4/17/2020,2019-1450,Stuart Goldberg,Temporary Plant Closing,"      134 West 3rd Street Rest,Inc. dba 3 Sheets Saloon 134 West 3rd Street New York,NY 10012",New York,,New York City," Jennifer Kay,Human Resources",(212) 737-9391 Ext: 6,Restaurant,34.0,34,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=8205,4/17/2020,2019-1449,Stuart Goldberg,Temporary Plant Closing,"      168 Orchard Street Partners Inc. dba Hair of the Dog 168 Orchard Street New York,NY 10002",New York,NEW YORK CITY,New York City," Jennifer Kay,Human Resources",(212) 737-9391 Ext: 6,Restaurant,18.0,18,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=8206,3/17/2020,2019-1448,Stuart Goldberg,Temporary Plant Layoff,"      The Roger Smith Hotel 501 Lexington Avenue New York,NY 10017",New York,NEW YORK CITY,New York City," Phoebe Knowles,President",(212) 755-1400 Ext: 317,Hotel,29.0,,3/24/2020,,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8207,4/16/2020,2019-1447,Stuart Goldberg,Plant Layoff,"      Cathay Pacific Airways Ltd. JFK International Airport,Room 15-278,Terminal 8 Jamaica,NY 11430",Queens,NEW YORK CITY,New York City," Deep Westacott,Regional Cabin Crew Base Manager",(604) 889-2033,Airline Services,67.0,,6/19/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8208,4/16/2020,2019-1445,Stuart Goldberg,Plant Layoff,"      Cathay Pacific Airways Ltd. JFK International Airport,Room 15-278,Terminal 8 Jamaica,NY 11430",Queens,NEW YORK CITY,New York City," Deep Westacott,Regional Cabin Crew Base Manager",(604) 889-2033,Airport Services,1.0,,7/3/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8209,4/16/2020,2019-1446,Stuart Goldberg,Plant Layoff,"      Cathay Pacific Airways Ltd. JFK International Airport,Room 15-278,Terminal 8 Jamaica,NY 11430",Queens,NEW YORK CITY,New York City," Deep Westacott,Regional Cabin Crew Base Manager",(604) 889-2033,Airline Services,1.0,,6/19/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8210,3/23/2020                              Amendment: 3/23/2020,2019-1091,Elias Flores,Temporary Plant Closing,"      Intercos America,Inc. 200 Route 303 North Congers,NY 10920",Rockland,ROCKLAND,Mid-Hudson," Lavinia Enea,Director of Human Resources",(845) 729-0112,Cosmetic Manufacturing,204.0,352 (total affected for both sites),3/22/2020,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=8211,3/23/2020                              Amendment: 3/23/2020,2019-1082,Stuart Goldberg,Temporary Plant Closing,"      Intercos America,Inc. 37 West 57th Street New York,NY 10019",New York,NEW YORK CITY,New York City," Lavinia Enea,Director of Human Resources",(845) 729-0112,Cosmetic Manufacturer,7.0,7,3/22/2020,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=8212,4/18/2020,2019-1459,Stuart Goldberg,Temporary Plant Closing,"      Apogee Events 2 Desbrosses St. New York,NY 10013",New York,NEW YORK CITY,New York City," Juan C. Nunez,Director of Human Resources",(631) 312-6689,Catering,,,3/22/2020,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,18-60852,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=8213,3/18/2020,2019-1458,Frederick Danks,Temporary Plant Closing,"      Lovin Oven Catering of Suffolk LLC 640 Johnson Avenue,Suite 103 Bohemia,NY 11716",Suffolk,SUFFOLK,Long Island," Juan C. Nunez,Director of Human Resources",(631) 312-6689,Catering,13.0,,3/22/2020,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,18-60852,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=8214,4/20/2020,2019-1444,Michele Taylor,Temporary Plant Layoff,"      American Steamship Company 500 Essjay Road Williamsville,NY 14221",Erie,ERIE,Western," Craig Samuda,Director,Human Resources",(716) 635-1353,Transportation,185.0,,4/20/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8215,4/8/2020,2019-1443,Frederick Danks,Temporary Plant Layoff,"      JC Broderick & Associates,Inc. 1775 Express Drive North Hauppauge,NY 11788",Suffolk,SUFFOLK,Long Island,Brendan Broderick,(631) 584-5492,Environmental Consulting,41.0,,3/31/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8217,4/18/2020,2019-1457,Elias Flores,Plant Closing,"      Poughkeepsie Day School  260 Boardman Road Poughkeepsie,NY 12603",Dutchess,DUTCHESS,Mid-Hudson," Ben Chant,Head of School",(718) 724-3378,School,63.0,," 4/16/2020 and June 30,2020"," June 30,2020",Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=8218,3/24/2020,2019-1466,Stuart Goldberg,Temporary Plant Layoff (Furlough),"      Mid Rockland Imaging Partners,Inc. Several NYC sites New York,NY 11203",New York/Queens/Kings/Bronx/Richmond,NEW YORK CITY,New York City," Catherine Ryerson,HR Director - Northeast Region",(302) 533-2102,Diagnostic Imaging Center,545.0,,Furloughs began on 3/24/2020 and are expected to last through 4/30/2020.,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union.,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8219,4/16/2020,2019-1465,Stuart Goldberg,Temporary Plant Layoff,"      Allied Aviation Services Inc. 266 West 37th Street,3rd Floor,Suite 302 New York,NY 10018",New York,NEW YORK CITY,New York City," Alice R. Nicholas,Director Human Resources",(626) 318-4120,Airline Services,1.0,,4/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8220,4/20/2020,2019-1464,Stuart Goldberg,Temporary Plant Layoff,"      Allied Aviation Service Company of New York,Inc. LaGuardia Airport Queens,NY 11371",Queens,NEW YORK CITY,New York City," Steven Munoz,Operations Manager",(347) 226-1320,Airline Services,17.0,,4/1/2020,,Unforeseeable business circumstances prompted by COVID-19,," Transport Workers Union of America,Air Transport Local 504,AFL-CIO/International Association of Machinists and Aerospace Workers-District 142/TWA Local 504/IAM Dist. 142",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8221,4/21/2020,2019-1463,Stuart Goldberg,Temporary Plant Layoff,"      Imagine Early Learning Centers 250 Bedford Park Blvd. West Bronx,NY 10468",New York/Queens/Kings/Bronx,,New York City," Josephine Wong,Human Resources Director",(718) 960-8553,School,91.0,------,3/20/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8222,3/24/2020,2019-1468,Elias Flores,Temporary Plant Layoff (Furlough),"      Mid Rockland Imaging Partners,Inc. Several Hudson Valley Region sites New City,NY 10956",Rockland/Ulster/Westchester,ROCKLAND-ULSTER-WESTCHESTER-PUTNAM,Mid-Hudson," Catherine Ryerson,HR Director - Northeast Region",(302) 533-2102,Diagnostic Imaging Center,85.0,,Furloughs began on 3/24/2020 and are expected to last through 4/30/2020.,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union.,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8223,3/24/2020,2019-1467,Frederick Danks,Temporary Plant Layoff (Furlough),"      Mid Rockland Imaging Partners,Inc. Several Long Island sites East Islip,NY 11730",Nassau/Suffolk,HEMPSTEAD/OYSTER BAY/SUFFOLK,Long Island," Catherine Ryerson,HR Director - Northeast Region",(302) 533-2102,Diagnostic Imaging Center,90.0,,Furloughs began on 3/24/2020 and are expected to last through 4/30/2020.,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union.,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8146,4/16/2020,2019-1413,Elias Flores,Temporary Plant Layoff,"      CBLPath,Inc. 760 Westchester Ave. Rye Brook,NY 10573",Westchester,WESTCH/PTNM,Mid-Hudson,Danielle Wilson,(914) 495-4105,Medical Laboratory,60.0,,4/14/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8147,4/17/2020,2019-1414,Stuart Goldberg,Temporary Plant Layoff,"      1650 Broadway Associates,Inc. 1650 Broadway New York,NY 10019",New York,NEW YORK CITY,New York City," Adrianna Constantinescu,Controller",(212) 582-0161,Restaurant,280.0,,3/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8148,4/17/2020,2019-1412,Stuart Goldberg,Temporary Plant Layoff,"      Wolf Gotham LLC dba Wolfgang's Steakhouse 16 East 46th Street New York,NY 10017",New York,NEW YORK CITY,New York City," Lydia D'Amato,Partner",(917) 400-5330,Restaurant,24.0,,3/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8149,4/17/2020,2019-1411,Stuart Goldberg,Temporary Plant Layoff,"      Wolf at Tribeca,Inc. dba Wolfgang's Steakhouse 409 Greenwich Street New York,NY 10013",New York,NEW YORK CITY,New York City," Lydia D'Amato,Partner",(917) 400-5330,Restaurant,63.0,,3/20/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8150,4/17/2020,2019-1410,Stuart Goldberg,Temporary Plant Layoff,"      ZMF Restaurants LLC dba Wolfgang's Steakhouse 4 Park Avenue New York,NY 10016",New York,NEW YORK CITY,New York City," Lydia D'Amato,Partner",(917) 400-5330,Restaurant,57.0,,3/19/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8151,4/18/2020,2019-1409,Stuart Goldberg,Temporary Plant Layoff,"      1345 Leasehold LLC 299 Park Avenue,42nd Floor New York,NY 10171",New York,NEW YORK CITY,New York City," Susan Dalton,Director of Human Resources",(212) 388-3529,Building Services,9.0,------,3/28/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8152,4/18/2020,2019-1408,Stuart Goldberg,Temporary Plant Layoff,"      Plaza Cleaning Service Company II LP 299 Park Avenue,42nd Floor New York,NY 10171",New York,NEW YORK CITY,New York City," Susan Dalton,Director of Human Resources",(212) 388-3529,Building Services,20.0,,3/19/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8153,4/18/2020,2019-1407,Stuart Goldberg,Temporary Plant Layoff,"      Park Avenue Plaza Owner,LLC 299 Park Avenue,42nd Floor New York,NY 10171",New York,NEW YORK CITY,New York City," Susan Dalton,Director of Human Resources",(212) 388-3529,Building Services,14.0,,3/28/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8154,3/25/2020                              Amendment: 4/3/2020,2019-0732,Stuart Goldberg,Temporary Plant Layoff,"      Forest Electric Corp. 1375 Broadway New York,NY 10018",New York,NEW YORK CITY,New York City," Donna M. Lucas,Director of Administration",(212) 318-1735,Electric Company,93.0,," 72 employees were separated on March 25,2020. An additional one (1) employee will be temporarily separated on April 10,2020; 18 employees on April 3,2020; 1 employee on March 30,2020; and 1 employee on March 31,2020.",,Unforeseeable business circumstances prompted by COVID-19,,IBEW Local Union No. 3,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8155,2/28/2020                              Amendment: 4/17/2020,2019-0310,Stuart Goldberg,Plant Layoff (Conditional),"      Swissport SA,LLC (JFK airport) JFK International Airport,Building 141 Jamaica,NY 11430",Queens,NEW YORK CITY,New York City," Michael Maddi,General Manager",(718) 656-1203," Provides ground,cargo and passenger services",72.0,178 (Total employees at both sites),"  The contract between Swissport and the Port Authority of New York and New Jersey has been extended from May 1,2020 to July 1,2020. Employee separations may now occur on June 30,2020.",----," The contract between Swissport and the Port Authority of New York and New Jersey expires on May 1,2020.",11-3319570,IBT Local Union No. 295,Plant Layoff (Conditional)
https://labor.ny.gov/app/warn/details.asp?id=8156,4/18/2020,2019-1406,Stuart Goldberg,Temporary Plant Layoff,"      Fisher Park Lane Owner LLC 299 Park Avenue,42nd Floor New York,NY 10171",New York,NEW YORK CITY,New York City," Susan Dalton,Director of Human Resources",(212) 388-3529,Building Services,5.0,,3/30/2020,,Unforeseeable business circumstances prompted by COVID-19,,,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8157,4/18/2020,2019-1404,Stuart Goldberg,Temporary Plant Layoff,"      Fisher Brothers Financial & Development Co. 299 Park Avenue,42nd Floor New York,NY 10171",New York,NEW YORK CITY,New York City," Susan Dalton,Director of Human Resources",(212) 388-3529,Building Services,2.0,,4/3/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8158,4/18/2020,2019-1405,Stuart Goldberg,Temporary Plant Layoff,"      Fisher Brothers Management Co. LLC 299 Park Avenue,42nd Floor New York,NY 10171",New York,NEW YORK CITY,New York City," Susan Dalton,Director of Human Resources",(212) 388-3529,Building Services,16.0,,4/3/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8159,4/18/2020,2019-1403,Stuart Goldberg,Temporary Plant Layoff,"      1345 Cleaning Service Company II LP 299 Park Avenue,42nd Floor New York,NY 10171",New York,NEW YORK CITY,New York City," Susan Dalton,Director of Human Resources",(212) 388-3529,Building Services,35.0,,4/1/2020,,Unforeseeable business circumstances prompted by COVID-19,,,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=8160,4/18/2020,2019-1402,Stuart Goldberg,Temporary Plant Layoff,"      605 Third Avenue Fee LLC 299 Park Avenue,42nd Floor New York,NY 10171",New York,NEW YORK CITY,New York City," Susan Dalton,Director of Human Resources",(212) 388-3529,Building Services,2.0,,4/3/2020,,Unforeseeable business circumstances prompted by COVID-19,,,Temporary Plant Layoff
